projection_idx,attribute_idx,weight
1727,2243,1
1728,2434,1
1729,330,-1
1729,801,1
1729,1726,1
1730,1073,1
1731,785,1
1732,87,-1
1732,513,-1
1733,687,-1
1733,1823,-1
1734,47,-1
1734,1243,-1
1734,2339,-1
1735,1886,1
1735,1993,1
1736,1009,-1
1736,1983,-1
1737,1204,1
1737,1970,-1
1738,1923,1
1739,1662,1
1740,332,-1
1740,2154,1
1741,369,1
1741,2212,1
1742,506,1
1742,1482,-1
1742,1729,1
1743,343,1
1744,395,1
1744,1052,1
1744,1873,1
1745,1881,1
1746,226,1
1747,1010,1
1747,1791,-1
1748,1532,1
1749,4,1
1749,1203,-1
1749,1220,-1
1749,1504,1
1750,879,-1
1750,1025,1
1750,2184,-1
1751,120,-1
1751,1457,-1
1752,1009,-1
1752,1456,1
1753,903,-1
1753,1326,1
1753,1361,-1
1754,885,1
1755,606,1
1756,666,1
1756,916,1
1756,2001,-1
1756,2187,-1
1757,761,-1
1757,2339,1
1758,69,-1
1758,953,-1
1758,2289,-1
1759,871,1
1759,1587,1
1760,567,1
1760,1228,-1
1760,2380,1
1761,600,-1
1761,1110,-1
1761,1673,1
1762,945,1
1763,57,1
1763,137,-1
1763,705,1
1764,397,-1
1764,648,-1
1764,691,1
1764,791,1
1764,1125,1
1764,1725,-1
1765,98,-1
1765,1860,-1
1766,549,1
1766,1996,1
1766,2019,1
1767,2020,1
1768,438,1
1769,87,1
1770,405,-1
1770,1199,-1
1770,1615,-1
1770,2158,-1
1771,1275,-1
1771,1645,-1
1771,2286,-1
1772,42,1
1773,22,1
1773,1088,1
1773,1699,-1
1773,1995,-1
1774,778,1
1775,272,1
1775,2024,1
1776,1303,1
1777,607,1
1777,1359,-1
1778,569,-1
1778,1691,1
1778,1810,-1
1778,1818,-1
1778,1929,-1
1779,43,-1
1779,719,-1
1780,902,1
1781,1915,1
1781,2420,-1
1782,1225,-1
1782,2061,-1
1783,1307,1
1784,1613,1
1785,1289,1
1786,12,-1
1786,152,1
1786,448,1
1786,775,-1
1786,1084,1
1786,2393,-1
1787,316,1
1787,711,-1
1787,1704,-1
1788,1809,1
1789,284,1
1790,1394,1
1791,1014,1
1792,487,1
1793,618,-1
1793,1051,1
1794,671,-1
1794,1051,-1
1795,523,-1
1795,693,1
1795,1124,1
1795,2203,-1
1795,2413,1
1796,2316,1
1797,167,-1
1797,228,1
1797,1843,-1
1798,815,1
1799,533,1
1799,982,-1
1799,1244,-1
1799,1843,1
1800,1920,-1
1800,2002,1
1801,1660,1
1801,1665,1
1801,2232,-1
1802,1146,1
1802,1726,-1
1803,778,-1
1803,874,1
1804,1329,1
1805,74,1
1805,1104,1
1805,2263,-1
1806,1529,1
1807,2372,1
1808,906,-1
1808,1289,1
1809,1420,1
1810,1103,-1
1810,1437,-1
1811,930,1
1811,1424,-1
1811,2219,-1
1812,776,-1
1812,928,-1
1812,1703,-1
1812,2092,1
1813,1875,1
1814,357,1
1814,1806,1
1814,2258,-1
1815,317,-1
1815,1371,-1
1815,1709,1
1816,133,-1
1816,2298,1
1817,779,1
1818,672,-1
1818,694,-1
1819,1100,1
1819,1194,1
1819,1583,1
1819,1975,-1
1820,1168,1
1821,2278,1
1822,868,1
1823,580,-1
1823,883,-1
1823,1093,-1
1824,175,1
1824,759,1
1824,1279,1
1825,767,-1
1825,1586,1
1825,1947,1
1826,329,-1
1826,565,-1
1827,152,-1
1827,900,-1
1828,240,1
1828,1486,1
1828,2443,1
1829,398,1
1830,794,1
1830,1715,1
1831,721,1
1831,2383,-1
1832,547,1
1832,1858,-1
1833,579,-1
1833,583,-1
1833,1094,1
1833,1463,1
1833,1549,-1
1833,1590,-1
1833,1943,1
1834,1103,-1
1834,2404,-1
1835,602,-1
1835,785,1
1836,67,1
1836,1224,1
1836,1782,-1
1837,272,1
1837,340,-1
1838,405,1
1839,281,1
1839,366,1
1839,707,1
1840,798,1
1841,2260,1
1842,515,-1
1842,2242,-1
1843,199,-1
1843,1138,-1
1843,2154,-1
1844,338,-1
1844,1830,1
1845,2137,1
1846,813,-1
1846,1828,-1
1847,1805,-1
1847,2280,1
1848,313,1
1848,1757,-1
1848,1861,1
1848,2264,1
1849,993,1
1849,1800,1
1850,560,1
1851,734,1
1851,1444,1
1851,2175,1
1852,90,-1
1852,1378,1
1853,470,1
1853,488,1
1853,2216,1
1853,2296,1
1854,417,1
1855,1553,1
1856,1081,1
1857,2090,1
1858,69,-1
1858,395,1
1858,1503,-1
1858,2372,-1
1859,671,-1
1859,762,1
1859,1305,1
1859,1642,1
1859,1644,-1
1859,2475,1
1859,2480,-1
1860,896,-1
1860,2505,1
1861,2370,1
1862,2325,1
1863,25,1
1863,57,1
1863,225,1
1864,2112,-1
1864,2412,-1
1865,1075,1
1865,1287,-1
1865,1691,1
1866,1250,1
1867,1235,1
1868,1168,1
1869,956,-1
1869,2266,-1
1870,271,-1
1870,394,-1
1870,1244,-1
1870,1493,1
1871,685,-1
1871,2200,1
1872,279,-1
1872,1427,1
1873,161,-1
1873,633,1
1874,1107,1
1875,513,-1
1875,2354,-1
1876,416,1
1877,1579,-1
1877,2018,-1
1878,532,-1
1878,2271,1
1879,593,1
1879,1779,1
1880,1220,-1
1880,2048,-1
1881,1003,1
1881,1260,1
1882,2084,1
1882,2102,1
1883,121,1
1883,2198,1
1884,2189,1
1885,327,1
1885,1593,-1
1885,2047,1
1886,683,1
1886,1814,1
1886,1948,-1
1887,2078,1
1888,2508,1
1889,842,1
1889,2307,-1
1890,333,-1
1890,1171,1
1890,1459,-1
1891,1820,1
1892,219,1
1892,239,1
1892,684,1
1893,2004,1
1893,2298,-1
1894,806,1
1894,1576,-1
1895,2218,1
1896,462,1
1896,920,-1
1897,254,-1
1897,580,1
1897,1028,-1
1897,2109,1
1898,1749,-1
1898,1985,1
1899,1776,1
1899,1922,1
1899,2042,1
1899,2067,1
1899,2108,1
1899,2381,-1
1900,816,-1
1900,1523,-1
1901,556,1
1902,568,-1
1902,1564,-1
1903,1975,1
1904,554,1
1905,905,1
1905,1260,1
1906,710,-1
1906,2401,-1
1907,238,-1
1907,1331,1
1908,2406,1
1909,488,1
1909,2425,1
1909,2467,1
1910,1746,1
1910,1814,1
1911,54,1
1911,1059,1
1912,143,1
1912,689,-1
1913,1904,1
1914,1088,1
1915,810,1
1915,2258,-1
1916,199,-1
1916,1086,-1
1917,486,1
1918,392,-1
1918,541,-1
1918,1398,1
1918,2277,1
1919,1732,-1
1919,2263,1
1920,1121,-1
1920,1896,1
1921,994,1
1921,1674,-1
1921,2036,-1
1922,2056,-1
1922,2254,1
1923,760,1
1924,266,-1
1924,954,-1
1924,1721,-1
1924,2102,1
1925,1109,1
1926,1608,1
1927,859,1
1927,1626,-1
1927,1886,1
1927,2059,-1
1928,1616,1
1929,62,-1
1929,2518,-1
1930,869,1
1930,1916,1
1931,199,-1
1931,1505,1
1931,1780,-1
1932,443,1
1933,2297,1
1934,95,1
1934,2176,1
1935,950,-1
1935,969,-1
1935,1022,1
1935,1079,1
1935,1580,-1
1935,2187,1
1935,2230,1
1936,1983,1
1937,1939,1
1938,45,1
1938,275,1
1939,1479,1
1939,1736,1
1940,441,1
1940,2070,-1
1941,142,1
1941,162,1
1941,300,-1
1941,460,-1
1941,956,-1
1942,661,-1
1942,1117,1
1942,1686,-1
1942,1876,1
1942,1953,-1
1942,1966,-1
1943,646,1
1944,937,1
1945,503,1
1945,744,-1
1945,1871,-1
1946,861,1
1946,1739,1
1946,1784,-1
1946,1955,1
1946,2146,1
1947,1824,1
1948,871,1
1948,1799,1
1949,365,1
1949,367,-1
1949,1053,1
1949,1992,1
1950,1370,1
1951,1472,-1
1951,1574,-1
1952,206,1
1952,420,-1
1952,705,-1
1952,922,-1
1952,1661,-1
1953,539,1
1953,845,-1
1953,1050,-1
1953,2254,1
1953,2305,-1
1954,699,1
1955,1093,1
1956,1949,-1
1956,2408,1
1957,736,-1
1957,1134,1
1957,1635,-1
1957,2287,-1
1958,1562,1
1959,1002,1
1959,1028,-1
1959,1307,-1
1959,1746,1
1960,781,1
1960,2071,-1
1961,1783,1
1962,1332,1
1963,296,1
1963,1785,1
1964,24,1
1965,70,-1
1965,596,1
1965,1394,1
1966,777,1
1967,33,1
1968,227,-1
1968,799,-1
1968,1392,-1
1969,1531,1
1970,1950,1
1970,2460,1
1971,97,1
1972,805,1
1973,411,1
1973,826,1
1973,1099,1
1973,1150,-1
1973,1319,-1
1973,1690,-1
1974,1186,1
1975,162,1
1976,1051,1
1977,826,1
1978,292,1
1978,391,1
1978,1210,1
1978,2043,-1
1978,2411,-1
1979,61,-1
1979,465,1
1980,593,1
1980,2251,-1
1981,1988,1
1982,522,-1
1982,734,-1
1982,1913,1
1983,0,0,1
0,1,1
0,2,-1
1,0,1
1,1,1
1,2,-1
2,0,-1
2,1,1
2,2,-1
3,0,-1
3,2,1
4,0,-1
4,1,-1
5,0,1
5,1,-1
5,2,-1
6,0,1
6,1,-1
7,0,-1
7,1,-1
7,2,1
8,0,1
8,1,-1
0,0,-1
0,1,1
0,2,-1
1,0,-1
1,1,1
2,0,-1
2,1,-1
3,0,1
3,1,1
3,2,1
4,0,1
4,1,-1
4,2,1
5,2,1
6,0,-1
6,1,-1
7,0,-1
7,2,-1
8,0,1
8,2,1
0,0,1
0,1,1
0,2,1
1,0,1
1,1,1
1,2,1
2,0,-1
2,1,-1
2,2,-1
3,0,1
4,0,-1
4,1,-1
4,2,-1
5,0,1
6,0,1
6,1,-1
7,2,1
8,0,-1
8,1,1
8,2,1
0,0,-1
0,1,-1
0,2,-1
1,0,-1
1,2,-1
2,2,1
3,1,1
4,1,-1
4,2,1
5,0,1
5,1,1
6,2,1
7,0,1
7,2,1
8,0,-1
8,1,-1
0,0,-1
0,1,1
0,2,1
1,0,-1
1,1,-1
1,2,1
2,0,1
2,1,1
2,2,-1
3,1,1
3,2,-1
4,0,-1
4,2,1
5,2,1
6,1,1
7,0,1
7,2,1
8,0,-1
8,1,-1
8,2,1
0,0,1
0,1,-1
0,2,1
1,0,1
1,1,1
1,2,1
2,0,-1
2,1,1
3,0,-1
3,2,1
4,0,1
4,1,1
4,2,1
5,0,-1
5,2,1
6,0,-1
6,1,1
7,0,1
7,1,1
7,2,-1
8,0,-1
8,1,-1
0,1,1
1,0,-1
1,1,1
1,2,-1
2,0,-1
2,1,1
2,2,1
3,0,1
3,1,1
3,2,-1
4,1,1
5,0,1
5,1,-1
5,2,-1
6,0,1
6,1,1
6,2,1
7,0,1
7,1,1
7,2,1
8,0,1
8,1,-1
0,0,1
0,1,-1
0,2,1
1,0,1
1,1,-1
1,2,1
2,0,-1
2,1,1
3,0,-1
3,2,-1
4,2,1
5,0,-1
5,1,-1
6,1,1
7,0,1
8,0,-1
8,2,-1
0,0,-1
0,2,1
1,1,-1
1,2,-1
2,1,-1
2,2,1
3,0,-1
3,1,-1
4,0,1
4,1,-1
5,1,1
6,1,1
6,2,-1
7,0,1
7,1,1
7,2,1
8,0,-1
8,1,1
8,2,-1
0,2,1
1,1,1
2,0,-1
2,1,-1
2,2,-1
3,0,1
3,1,-1
3,2,1
4,0,1
4,1,-1
4,2,-1
5,0,-1
5,1,1
5,2,-1
6,1,1
7,0,1
7,1,-1
7,2,1
8,0,-1
8,1,1
8,2,1
0,0,-1
0,1,-1
1,0,-1
1,1,1
1,2,1
2,2,1
3,2,1
4,0,1
4,1,1
5,2,1
6,0,1
6,1,-1
6,2,-1
7,0,1
8,2,1
0,0,-1
0,1,-1
1,2,1
2,0,-1
2,1,1
2,2,-1
3,0,-1
3,1,-1
4,1,-1
4,2,1
5,1,-1
5,2,-1
6,2,1
7,2,1
8,0,1
8,2,1
0,1,1
0,2,1
1,0,1
1,2,1
2,0,-1
2,1,-1
2,2,-1
3,1,1
4,0,-1
4,1,1
5,1,1
6,0,1
7,0,-1
7,2,-1
8,0,1
8,1,1
0,0,-1
0,1,-1
0,2,1
1,0,1
2,1,1
3,0,1
4,1,-1
4,2,-1
5,2,1
6,0,1
6,1,-1
7,0,1
7,1,-1
7,2,1
8,0,-1
8,1,-1
8,2,1
0,1,1
0,2,-1
1,0,-1
1,1,1
1,2,1
2,1,-1
2,2,-1
3,0,-1
3,2,1
4,1,1
4,2,-1
5,0,1
5,2,-1
6,0,-1
6,1,1
6,2,-1
7,0,-1
7,1,-1
7,2,1
8,0,1
8,1,1
0,1,1
1,0,1
1,2,1
2,0,1
2,1,1
2,2,1
3,0,1
3,1,1
4,1,-1
4,2,-1
5,0,1
5,1,-1
5,2,1
6,0,1
6,1,1
6,2,1
7,0,1
7,1,-1
7,2,-1
8,0,1
0,0,1
0,1,1
0,2,-1
1,2,1
2,0,-1
2,1,-1
2,2,-1
3,0,-1
3,1,1
4,0,1
5,0,1
5,2,-1
6,0,-1
6,1,-1
7,0,-1
7,1,-1
7,2,-1
8,0,1
8,1,1
0,1,-1
0,2,1
1,0,1
1,1,-1
2,0,-1
2,2,-1
3,0,-1
3,1,-1
3,2,-1
4,0,1
4,1,-1
4,2,1
5,2,1
6,2,1
7,0,1
7,2,1
8,2,1
0,0,-1
0,1,1
0,2,1
1,1,1
1,2,-1
2,0,1
2,1,1
3,0,1
3,1,1
3,2,-1
4,1,1
5,1,1
5,2,1
6,0,1
6,2,-1
7,0,-1
7,2,-1
8,0,1
8,1,1
8,2,-1
0,0,1
0,1,-1
1,2,1
2,0,-1
2,1,-1
2,2,1
3,1,1
3,2,-1
4,0,1
4,2,-1
5,0,1
6,2,1
7,0,-1
7,1,1
8,2,1
0,0,-1
0,2,-1
1,2,1
2,0,-1
2,1,-1
2,2,-1
3,1,-1
3,2,1
4,0,-1
4,1,1
4,2,-1
5,0,1
5,1,1
6,1,1
6,2,1
7,0,1
7,1,1
8,2,1
0,1,1
1,1,-1
1,2,-1
2,0,1
2,2,1
3,1,1
3,2,1
4,2,1
5,0,1
5,1,1
5,2,1
6,0,1
6,1,1
6,2,1
7,0,1
8,0,1
8,1,1
8,2,1
0,0,1
0,1,-1
0,2,-1
1,0,-1
1,1,1
1,2,1
2,0,-1
2,1,1
3,1,-1
3,2,-1
4,0,-1
4,1,1
4,2,1
5,1,1
5,2,1
6,1,1
6,2,-1
7,0,1
7,1,-1
7,2,1
8,0,1
8,2,1
0,1,1
1,0,-1
1,1,-1
1,2,1
2,0,1
2,2,-1
3,0,1
3,1,-1
4,0,1
4,1,-1
5,0,-1
5,2,-1
6,0,1
6,1,-1
6,2,1
7,0,1
7,2,1
8,2,1
0,2,1
1,0,-1
1,1,-1
1,2,-1
2,1,1
3,1,1
3,2,-1
4,0,1
5,0,-1
5,1,1
5,2,1
6,0,-1
6,1,1
7,0,1
8,0,1
8,1,-1
8,2,-1
0,0,-1
0,2,1
1,0,-1
1,1,-1
2,2,1
3,1,1
3,2,-1
4,0,1
4,1,-1
4,2,1
5,1,1
6,1,-1
6,2,1
7,0,1
7,1,1
8,0,-1
8,1,1
0,0,1
0,1,1
0,2,-1
1,0,1
1,1,1
1,2,1
2,0,1
2,1,-1
3,0,-1
3,2,-1
4,0,-1
4,2,1
5,1,1
6,0,-1
6,2,-1
7,1,-1
7,2,1
8,0,1
0,1,1
1,0,1
1,1,-1
2,0,-1
2,2,-1
3,0,1
3,1,-1
4,0,1
4,1,1
4,2,1
5,1,-1
5,2,1
6,0,1
6,1,1
6,2,1
7,0,1
7,2,1
8,1,1
8,2,-1
0,0,1
0,1,-1
1,0,-1
1,1,1
1,2,-1
2,0,-1
2,1,1
2,2,-1
3,1,-1
3,2,1
4,0,1
4,1,1
5,0,-1
5,1,1
5,2,1
6,0,-1
6,1,-1
6,2,-1
7,1,1
8,0,1
8,1,1
0,0,-1
0,1,-1
1,0,1
1,1,1
2,0,-1
2,1,-1
2,2,1
3,0,1
4,0,1
5,0,1
5,2,1
6,0,1
6,1,-1
7,1,1
8,0,1
0,0,-1
0,1,-1
0,2,-1
1,0,-1
1,2,-1
2,0,-1
2,1,-1
2,2,-1
3,2,1
4,1,-1
4,2,1
5,0,1
5,1,1
5,2,-1
6,0,1
6,1,-1
6,2,-1
7,0,1
7,2,1
8,0,-1
8,1,-1
8,2,1
0,0,1
0,1,1
0,2,1
1,1,1
2,2,1
3,0,-1
3,2,1
4,0,1
4,2,-1
5,1,1
5,2,1
6,0,-1
6,2,1
7,0,1
7,1,1
7,2,-1
8,2,1
0,0,1
0,1,1
0,2,1
1,2,1
2,0,1
2,1,-1
2,2,-1
3,0,1
3,1,1
3,2,-1
4,0,-1
4,1,-1
4,2,1
5,0,1
6,0,-1
6,2,1
7,0,-1
7,1,1
8,0,-1
8,1,1
8,2,-1
0,0,-1
0,1,1
0,2,1
1,0,1
1,1,1
2,0,1
2,1,1
2,2,1
3,0,-1
3,1,1
3,2,1
4,0,1
4,1,-1
5,1,1
6,0,1
7,0,1
8,0,1
8,1,-1
8,2,-1
0,0,-1
0,1,-1
0,2,1
1,2,1
2,0,-1
2,1,1
3,2,1
4,1,1
5,0,1
5,1,-1
6,0,1
6,1,1
6,2,1
7,1,1
7,2,1
8,0,1
8,1,1
8,2,-1
0,0,1
0,1,1
0,2,-1
1,1,-1
1,2,1
2,0,-1
2,1,-1
2,2,1
3,0,-1
3,1,1
3,2,1
4,0,1
4,1,-1
4,2,-1
5,0,-1
5,2,-1
6,0,-1
6,1,1
6,2,1
7,0,1
8,1,-1
8,2,1
0,2,1
1,0,1
1,1,-1
1,2,1
2,0,-1
2,2,-1
3,1,1
4,1,1
4,2,-1
5,0,1
5,1,-1
6,1,1
6,2,-1
7,0,1
7,1,1
7,2,-1
8,0,-1
8,1,-1
8,2,1
0,1,1
1,1,-1
1,2,1
2,0,1
2,1,-1
3,0,1
3,1,1
4,2,1
5,0,1
5,1,-1
6,0,-1
6,2,1
7,0,1
7,1,-1
8,1,1
0,1,1
0,2,1
1,0,1
2,1,1
3,0,-1
3,2,-1
4,2,1
5,0,1
5,2,1
6,0,1
6,1,-1
7,0,1
7,1,-1
7,2,1
8,1,-1
8,2,-1
0,0,1
1,0,1
1,1,-1
1,2,1
2,2,1
3,0,1
3,1,-1
3,2,1
4,0,-1
4,1,1
4,2,1
5,0,1
5,1,1
5,2,1
6,0,1
7,0,-1
7,1,-1
7,2,1
8,2,1
0,0,1
0,2,1
1,0,-1
1,1,1
2,0,1
3,0,1
3,2,1
4,0,1
5,1,1
6,0,-1
6,1,-1
7,1,1
7,2,-1
8,0,1
8,2,1
0,0,1
1,0,-1
1,1,1
1,2,1
2,0,-1
2,1,-1
2,2,1
3,1,-1
3,2,-1
4,0,-1
4,1,1
4,2,-1
5,0,1
5,1,-1
5,2,-1
6,0,-1
6,1,-1
7,0,-1
7,1,1
7,2,1
8,0,1
8,1,1
8,2,-1
0,0,1
0,1,1
0,2,-1
1,0,-1
1,1,-1
2,0,1
3,0,-1
3,1,1
3,2,1
4,1,-1
4,2,-1
5,2,1
6,0,-1
6,1,1
6,2,1
7,0,-1
7,1,-1
7,2,1
8,2,1
0,0,-1
0,2,-1
1,0,1
1,1,1
2,0,-1
2,2,-1
3,0,1
3,1,1
3,2,1
4,0,1
4,1,-1
5,1,1
5,2,1
6,0,1
6,2,1
7,1,1
8,0,1
8,1,-1
8,2,1
0,0,-1
0,1,1
0,2,-1
1,0,1
1,1,1
1,2,1
2,0,1
3,0,1
3,1,-1
3,2,-1
4,0,1
4,1,-1
4,2,-1
5,1,1
5,2,1
6,0,-1
6,1,1
6,2,1
7,0,-1
7,1,1
8,1,1
8,2,1
0,2,1
1,0,1
1,1,1
1,2,1
2,2,1
3,0,1
3,1,1
3,2,1
4,0,-1
4,1,1
4,2,-1
5,1,1
6,0,1
7,0,1
7,2,1
8,0,1
8,1,1
8,2,1
0,0,1
0,2,-1
1,0,-1
1,2,1
2,0,-1
2,2,1
3,0,-1
3,1,-1
3,2,-1
4,0,-1
4,1,-1
5,2,1
6,0,1
6,1,-1
7,1,1
7,2,1
8,0,1
8,1,-1
0,0,-1
0,1,1
1,0,1
2,0,-1
2,1,-1
2,2,-1
3,0,-1
3,1,-1
3,2,1
4,1,-1
4,2,1
5,0,1
5,2,-1
6,0,1
6,1,-1
6,2,1
7,1,-1
7,2,-1
8,0,1
8,1,-1
8,2,1
0,0,-1
0,1,-1
0,2,1
1,0,1
1,1,1
2,0,1
2,1,-1
2,2,-1
3,0,1
3,1,-1
3,2,-1
4,0,-1
4,1,-1
4,2,1
5,1,1
5,2,1
6,2,1
7,2,1
8,0,1
8,1,-1
8,2,-1
0,0,-1
0,2,1
1,2,1
2,0,1
3,0,1
3,2,1
4,0,1
4,1,1
4,2,-1
5,1,-1
5,2,-1
6,0,-1
6,1,1
6,2,1
7,1,-1
7,2,-1
8,0,1
8,1,1
8,2,-1
0,1,1
0,2,-1
1,0,-1
1,1,1
1,2,1
2,0,-1
2,2,-1
3,0,-1
3,1,1
4,0,1
4,2,1
5,0,1
5,1,-1
6,1,1
6,2,-1
7,0,1
7,1,-1
7,2,1
8,0,1
0,0,-1
0,1,-1
0,2,1
1,0,-1
1,1,-1
1,2,-1
2,1,1
3,0,-1
3,1,1
4,0,-1
4,1,1
5,0,-1
5,2,1
6,0,-1
6,2,-1
7,0,-1
7,1,1
7,2,-1
8,0,1
0,0,1
0,1,1
1,0,1
1,1,1
2,0,-1
2,1,-1
2,2,1
3,0,1
3,2,1
4,0,1
5,0,-1
5,2,1
6,0,-1
6,1,1
6,2,-1
7,0,1
7,1,1
8,0,-1
8,1,1
8,2,1
0,0,-1
0,1,1
0,2,-1
1,0,1
2,0,-1
2,2,-1
3,2,1
4,0,1
4,1,1
4,2,-1
5,0,1
6,0,1
7,0,-1
7,1,1
7,2,-1
8,1,-1
8,2,1
0,0,1
0,1,-1
0,2,-1
1,0,-1
1,1,-1
1,2,1
2,1,1
3,0,-1
3,1,-1
3,2,1
4,0,1
4,1,-1
4,2,1
5,2,1
6,2,1
7,0,-1
7,1,1
7,2,-1
8,0,1
0,0,-1
0,1,-1
0,2,1
1,0,1
1,2,-1
2,2,1
3,0,1
3,1,-1
4,0,-1
4,1,1
4,2,-1
5,0,-1
5,2,-1
6,0,1
7,0,1
7,2,-1
8,0,1
8,2,-1
0,2,1
1,0,1
1,1,1
1,2,1
2,0,-1
2,1,-1
2,2,-1
3,0,1
3,1,1
4,0,1
4,1,-1
5,0,1
5,1,1
5,2,-1
6,1,1
7,2,1
8,0,-1
8,2,-1
0,0,1
1,0,-1
1,1,1
1,2,-1
2,0,1
3,0,1
3,1,-1
3,2,1
4,0,1
4,1,1
5,0,-1
5,2,-1
6,0,1
6,1,-1
6,2,1
7,2,1
8,0,-1
8,1,-1
8,2,-1
0,1,-1
0,2,-1
1,0,1
1,1,-1
1,2,1
2,1,1
3,1,-1
3,2,1
4,1,-1
4,2,-1
5,0,1
6,0,-1
6,1,-1
7,1,-1
7,2,1
8,2,1
0,0,1
0,1,-1
0,2,-1
1,1,1
2,2,1
3,2,1
4,0,1
4,1,1
4,2,1
5,0,-1
5,1,1
5,2,1
6,2,1
7,0,-1
7,2,1
8,0,-1
8,1,1
0,1,1
0,2,-1
1,0,1
1,1,-1
2,1,1
2,2,-1
3,0,-1
3,2,-1
4,1,1
5,0,-1
5,1,-1
6,0,-1
6,1,1
6,2,-1
7,0,1
7,1,1
7,2,-1
8,0,-1
8,1,-1
0,0,1
0,1,-1
1,0,-1
1,1,1
1,2,-1
2,2,1
3,0,1
3,1,-1
3,2,1
4,0,-1
4,1,-1
4,2,-1
5,1,1
6,0,-1
6,2,-1
7,1,-1
7,2,-1
8,0,-1
8,1,-1
8,2,-1
0,2,1
1,1,1
1,2,1
2,0,-1
2,1,-1
2,2,-1
3,0,-1
3,1,1
3,2,-1
4,0,-1
4,1,-1
4,2,1
5,0,1
5,1,1
6,0,1
6,1,-1
6,2,-1
7,0,1
7,1,1
7,2,-1
8,2,1
0,0,1
0,2,-1
1,0,1
1,2,-1
2,0,1
2,1,-1
2,2,-1
3,0,-1
3,1,-1
3,2,1
4,2,1
5,0,1
5,1,1
5,2,-1
6,1,-1
6,2,1
7,0,-1
7,1,-1
7,2,-1
8,0,1
8,2,1
0,0,1
0,2,-1
1,0,-1
1,2,1
2,1,1
2,2,-1
3,1,-1
3,2,1
4,1,1
5,0,-1
5,1,-1
6,0,1
6,1,-1
7,0,1
7,1,1
8,1,-1
8,2,-1
0,0,1
0,1,-1
0,2,1
1,0,-1
1,1,-1
1,2,1
2,2,1
3,1,-1
3,2,1
4,0,1
4,1,-1
4,2,1
5,1,1
5,2,1
6,0,-1
6,1,-1
7,0,1
7,1,1
7,2,-1
8,0,-1
8,1,1
8,2,-1
0,0,1
0,1,-1
0,2,1
1,1,-1
1,2,-1
2,1,1
3,0,1
4,2,1
5,1,1
5,2,-1
6,2,1
7,0,1
7,1,1
7,2,-1
8,0,-1
8,1,-1
8,2,-1
0,0,-1
0,1,1
0,2,-1
1,0,1
1,1,-1
1,2,-1
2,0,-1
2,1,-1
2,2,-1
3,0,-1
3,1,-1
4,0,1
4,1,-1
5,0,1
5,1,-1
6,0,1
6,1,1
7,1,1
7,2,-1
8,1,1
8,2,-1
0,0,-1
0,2,1
1,0,1
1,1,1
2,0,-1
2,1,1
2,2,1
3,2,1
4,1,1
5,2,1
6,0,1
6,1,-1
6,2,1
7,1,-1
7,2,-1
8,0,1
8,1,-1
8,2,1
0,0,1
0,1,-1
0,2,1
1,1,1
1,2,1
2,0,1
2,1,1
2,2,1
3,0,-1
3,1,1
3,2,-1
4,0,-1
4,2,1
5,0,1
5,1,1
5,2,1
6,0,-1
6,1,-1
6,2,-1
7,0,-1
7,1,1
7,2,1
8,0,-1
8,1,-1
0,0,1
1,2,1
2,0,-1
2,1,-1
2,2,-1
3,0,-1
3,1,1
3,2,1
4,1,1
5,1,-1
5,2,1
6,1,-1
6,2,1
7,0,1
7,1,1
7,2,-1
8,0,1
8,1,1
8,2,1
0,1,-1
0,2,1
1,0,1
1,2,-1
2,0,1
2,1,-1
2,2,-1
3,0,1
3,2,1
4,0,1
4,1,1
5,0,1
5,1,1
6,0,1
6,1,1
7,0,1
7,2,-1
8,1,1
0,0,1
1,0,1
2,2,1
3,1,1
4,1,1
5,1,1
6,0,1
7,0,1
7,2,1
8,0,1
8,1,-1
0,1,1
0,2,-1
1,0,-1
1,1,-1
1,2,-1
2,0,1
2,2,1
3,0,1
3,1,1
3,2,-1
4,0,-1
4,1,1
4,2,-1
5,0,-1
5,2,-1
6,0,1
6,2,1
7,0,-1
7,1,1
8,2,1
0,0,1
1,1,-1
1,2,1
2,0,-1
2,1,1
2,2,-1
3,0,1
3,1,1
3,2,1
4,0,-1
4,1,-1
4,2,-1
5,0,-1
5,1,1
6,0,1
6,1,-1
7,1,-1
7,2,1
8,0,1
0,0,1
0,1,1
0,2,-1
1,0,-1
1,2,1
2,0,1
3,0,-1
3,1,-1
3,2,-1
4,0,1
4,1,-1
5,0,-1
5,1,1
6,0,1
6,1,-1
6,2,1
7,1,1
8,0,1
8,1,1
0,0,-1
0,1,1
0,2,1
1,0,1
1,1,-1
1,2,-1
2,1,1
3,1,1
3,2,1
4,0,-1
4,1,1
5,0,1
5,1,1
5,2,1
6,0,1
7,1,-1
7,2,-1
8,0,-1
8,1,1
8,2,-1
0,0,1
1,0,-1
1,2,1
2,0,1
3,1,1
3,2,-1
4,0,1
4,1,1
5,0,1
6,1,1
6,2,-1
7,2,1
8,0,1
8,2,1
0,0,1
0,2,-1
1,0,-1
1,1,1
1,2,1
2,0,1
2,1,-1
3,0,-1
3,1,1
3,2,1
4,0,1
5,0,1
5,2,-1
6,0,1
6,1,1
7,0,1
7,1,-1
8,0,1
8,1,-1
0,0,1
0,1,-1
1,0,1
1,1,1
2,0,-1
2,1,-1
2,2,1
3,0,-1
